,t,E,Ek,Ep,T,P
346,3.46,-637.6258060747118,300.71580591159034,-938.3416119863022,0.7861851134943538,-0.2034944992789991
347,3.47,-637.4222098048956,299.122747605009,-936.5449574099046,0.7820202551764941,-0.17524477091253932
348,3.48,-637.0944181229682,298.5943237432085,-935.6887418661768,0.7806387548842053,-0.1594343651893393
349,3.49,-636.7451541993948,299.75036650278923,-936.4955207021841,0.783661088896181,-0.16164957867260765
350,3.5,-636.5383136331628,303.1993526790618,-939.7376663122246,0.7926780462197694,-0.1868356529984741
351,3.5100000000000002,-636.5233379689075,308.76141597237796,-945.2847539412855,0.8072193881630796,-0.23262000148035122
352,3.52,-636.8223683475776,315.04856871135365,-951.8709370589313,0.8236563887878526,-0.2868185721570648
353,3.5300000000000002,-637.3631048318553,319.60469299353065,-956.9677978253859,0.8355678248196879,-0.32785830124592824
354,3.54,-638.0611225776221,319.95287321577564,-958.0139957933977,0.8364780999105246,-0.3343003945152879
355,3.5500000000000003,-638.6681996002087,315.95676965335457,-954.6249692535632,0.8260307703355675,-0.30280140112143233
356,3.56,-638.9477002233779,310.99927326338707,-949.9469734867649,0.8130699954598355,-0.25794673763317477
357,3.5700000000000003,-639.17849598364,308.2942792895749,-947.4727752732149,0.8059981157897382,-0.22682024708233106
358,3.58,-639.2784684534706,308.0515368311524,-947.330005284623,0.805363494983405,-0.21334027207572603
359,3.59,-639.4631092306843,309.615265374887,-949.0783746055713,0.809451674182711,-0.21498074575308695
360,3.6,-639.6905516356961,312.11055525487075,-951.8011068905669,0.8159753078558712,-0.2255294151529184
361,3.61,-640.0859155982996,314.6690472684955,-954.7549628667952,0.8226641758653477,-0.23879375066770325
362,3.62,-640.5989845408296,316.76150887978235,-957.360493420612,0.828134663737993,-0.25007021198438256
363,3.63,-641.230918821929,317.8797220733304,-959.1106408952594,0.8310580969237397,-0.25506601621886554
364,3.64,-641.8426785900767,317.60265290854477,-959.4453314986215,0.8303337330942346,-0.24989036145389676
365,3.65,-642.382551552918,316.1615294283604,-958.5440809812784,0.8265660900087853,-0.23628627873844482
366,3.66,-642.9095571623462,314.717648140453,-957.6272053027992,0.8227912369685045,-0.22376190410153513
367,3.67,-643.3079045715009,314.51600470969504,-957.8239092811959,0.8222640646005099,-0.22190650647657828
368,3.68,-643.6887583846743,315.7387740925492,-959.4275324772235,0.8254608473007822,-0.2329127847648667
369,3.69,-644.2238397436874,317.5721423733595,-961.795982117047,0.8302539669891752,-0.250961198435017
370,3.7,-644.853157700415,318.92138311844474,-963.7745408188597,0.8337813937737117,-0.2664313627470065
371,3.71,-645.4038056671258,318.8161759927282,-964.2199816598539,0.8335063424646488,-0.2700055194730439
372,3.72,-646.0204675387208,316.7342412029718,-962.7547087416926,0.828063375694044,-0.25743349194204485
373,3.73,-646.4531009781088,313.20100346721466,-959.6541044453234,0.8188261528554631,-0.2316083208692024
374,3.74,-646.6130128925129,310.120872436473,-956.7338853289858,0.8107735227097334,-0.20695602928470141
375,3.75,-646.773252127807,308.8437626924816,-955.6170148202887,0.8074346737058343,-0.19535526406554732
